title,abstract,keywords,year,journal_title,license,link_doi,link_pdf,query
Contos de uma insurreição. A Batalha do Rio Nedao e a Revolta Fictícia dos Povos Germanos,"Resumo: O objetivo deste artigo é o de explorar e questionar o relato acerca da insurreição dos povos germanos contra os hunos, na chamada Batalha do Rio Nedao (segunda metade do século V). O testemunho desta batalha, presente em Jordanes, representa o fim da submissão de vários grupos germanos e nômades e da opressão desmedida dos filhos de Átila, Elaco, Hernaco e Dengizico. De acordo com Jordanes, após a morte do famoso rei huno, seus filhos passaram a tratar os povos vassalos como escravos, o que levou o rei gépida, Ardarico, a fomentar uma revolta que levou à morte de Elaco e ao fim da hegemonia huna nos Balcãs. Acreditamos que esta batalha é uma invenção retórica de Jordanes: único autor a mencionar este fato, Jordanes desejava criar uma explicação historiográfica para demarcar o fim da real autoridade dos hunos e, ao mesmo tempo, elucidar o caos político e social dos Balcãs durante o final do século V e boa parte do século VI. Palavras-chave: Hunos; Jordanes; Nedao. Abstract The aim of this paper is to explore and call into question the account of the insurrection of a number of Germanic tribes against the Huns, in the so called Battle of Nedao River (second half of the fifth century). The testimony of this battle, recorded by Jordanes, represents the end of the submission of many Germanic and nomadic groups and the end of the excessive oppression of Attila’s sons, Elac, Hernac and Dengzic. According to Jordanes, after the death of the famous Hunnic king, his sons started treating their subject nations as slaves, which led Ardaric, the Gepid king, to foment a revolt that claimed Elac’s life and ended the Hunnic hegemony in the Balkans. I believe that this battle is a rhetorical creation of Jordanes: as the only author who mentions this fact, Jordanes wanted to create a historiographical explanation to delimit the end of real Hunnic authority and, at the same, to elucidate the social and political chaos in the Balkans during the end of the fifth and most of the sixth centuries. Keywords: Huns; Jordanes; Nedao",jordanes,2016,Universidade Estadual do Maranhão (UEMA),,,https://core.ac.uk/download/634370862.pdf,jordanes
Jordanes and the date of the Epitome de Caesaribus,"The Epitome de Caesaribus is universally assumed to be a work of the late fourth or early fifth centuries. In this article, we demonstrate that the Epitome was in fact compiled at some point after the middle of the sixth century, by showing on textual and philological grounds that it has drawn extensively on the Romana of Jordanes (written c. 551/2). We then explore some of the implications of this re-dating for our understanding of the text and its reception in late antiquity",jordanes,2021,,,,https://core.ac.uk/download/458054846.pdf,jordanes
The Power of Perception and Origin Myth: Reconsidering the Origins of the Arthurian Legend,"Ashe insists that the link between Riothamus and Arthur lies within the writings of Jordanes, a Gothic historian; Gregory of Tours, a Frankish historian; Sidonius Apollinaris, a Gallo-Roman author; and William, author of the Legenda Sancti Groeznovii (Lacy and Ashe 47; Ashe, Ancient 310-11; Ashe, Discovery 54-57). In the mid sixth century, Jordanes wrote the Gothic History, where he explained that the Britons answered the Roman Emperor Anthemius\u27 request for aid when confronted with a Gothic threat in Gaul. However, Euric, King of the Visigoths, came against them with an innumerable army, and after a long fight he routed Riotimus, King of the Britons, before the Romans could join him (qtd. in Ashe, Ancient 310). Defeated, Riothamus fled toward Burgundy",jordanes,2000,Digital Commons @ IWU,,,https://core.ac.uk/download/59207518.pdf,jordanes
De Origine Actibusque Getarum (552) / Sobre a Origem e Feitos dos Godos: tradução e comentários filológico-tradutórios da introdução geográfica,"O presente texto consiste em uma tradução comentada da introdução geográfica da história dos godos de Jordanes. Escrita em meados do século VI no que se convencionou chamar de “latim tardio”, De origine actibusque Getarum apresenta diversas peculiaridades semânticas, ortográficas (resultantes de transformações fonéticas) e sintáticas próprias do período, representando um desafio para os leitores/tradutores com formação em latim clássico",jordanes,2012,Universidade Federal de Santa Catarina,,10.5007/1980-4237.2012n11p330,https://core.ac.uk/download/642786424.pdf,jordanes
"Patria Onogoria : észrevételek az onogurok, onogundurok és a bulgárok kapcsolatához : második közlemény","The article deals with the relationship between the Onogurs, Onogundurs and Bulgars. The Bulgars appear in the same places and times as the Ogur tribal confederations, but while the Latin-language Byzantine sources (Jordanes, Marcellinus) mention the name Bulgar, the Greek-language authors (Priskos, Prokopios, Malalas, Agathias, Theophylactos, Menander, Theophanes) write about the Onogurs, the Kutrigurs or the Utigurs. As I suggest, the Bulgarians of the Latin-language sources may have been the leaders of the various Ogur tribal confederations mentioned in the Greeklanguage sources. Byzantine authors in Latin came from the western regions (Illyricum, Thrace) which were victims of Bulgar raids. This explains their detailed information about the internal organization of their tribal alliances. From the 7th century, the sources almost exclusively use the name Onogundur, which is derived from the name Onogur with the suffix -dur. Perhaps it appeared in the realm of Kuvrat as the name of his overarching Ogur alliance. A variant of Onogur, the name Wangar, is known from Pannonia in the 9th century, and was later inherited by the Magyars who settled here",jordanes,2024,SZTE BTK Történeti Intézet,,,https://core.ac.uk/download/651714039.pdf,jordanes
Ecos de la patria goda : el origen de dos naciones,"Los visigodos tuvieron su momento a principios de la Edad Media. Si provenían de verdad de Escandinavia como pretenden muchas crónicas resulta imposible de probar. Sin embargo su influencia ideológica tanto en España como, más tarde, en Suecia, marcó las crónicas en ambos países por lo menos hasta el siglo XVII. sin llegar a desaparecer del todo desde entonces. Varios cronistas han tratado el tema. Los que más destacan son Jordanes, San Isidoro de Sevilla. Jiménez de Rada. Alfonso el Sabio y Diego Saavedra Fajardo, en España. Olao Magno. Schering Rosenhane y otros en Suecia. Este estudio enfoca la tradición goda en España tratando de señalar el importante papel ideológico que ha jugado este concepto en la creación de la nación española y su uso para aumentar la importancia de España en el escenario europeo, así como el desarrollo paralelo de la misma idea y su uso en Suecia.The Visigoths reached their peak at the beginning of the Middle Ages. Whether they really came from Scandinavia as many chronicles say it is impossible to know. Nevertheless, their ideological influence on Spain and several centuries later on Sweden at least until the XVII century has been considerable, and it has not entirely disappeared. Many chroniclers have treated the theme. The most distinguished ones are Jordanes. Saint Isidore of Seville. Jimenez de Rada, Alphonse the Wise and Diego Saavedra Fajardo in Spam as vvell as Olaus Magnus and Schering Rosenhane in Sweden. This article deals mainh with the Gothic tradition in Spain and presents the important ideological role that this concept has played in the process of creating the Spanish nation and how it has been used to increase Spain's importance on the European stage, as well as the development of this very same tradition in Sweden",jordanes,2004,Universidad de Alcalá de Henares. Servicio de Publicaciones,,,https://core.ac.uk/download/230090837.pdf,jordanes
As relações políticas entre romanos e bárbaros no Mediterrâneo tardo-antigo,"The historiographical tradition marks the year 476 as the end of the Roman Empire in the West, being the maintenance of the imperial structures, from then on, restricted to the Eastern territories of Greek culture. One question to think about is: what kind of political relations could be observed between the Eastern Greek Empire and the western ‘barbarian’ in the Mediterranean from the end of the fifth and early sixth centuries? In order to analyze specifically the period following the deposition of Romulus Augustulus in Italy, we will work with two historians of the sixth-century, who described the political relations between Constantinople and Italy in this period, Jordanes and Procopius of Caesarea. The aim will be to understand how, from the narratives of these two historians, we can rethink some of the relations and disputes over the power and political authority in the Mediterranean world in Late Antiquity.A tradição historiográfica marca o ano 476 como o fim do Império Romano no Ocidente, ficando a manutenção das estruturas imperiais, a partir de então, restrita aos territórios orientais de cultura grega. Uma questão a se pensar é: que tipo de relações políticas poderiam ser observadas entre o império oriental grego e o ocidente ‘bárbaro’ no Mediterrâneo a partir de fins do século V e início do VI? Para analisarmos especificamente sobre o período que se sucede à deposição de Romulus Augustulus na Itália, nos utilizaremos de dois historiadores do século VI que descreveram sobre as relações políticas entre Constantinopla e a Itália neste período, Jordanes e Procópio de Cesareia. O objetivo aqui será compreender como, a partir das narrativas destes dois historiadores, podemos repensar algumas das relações e disputas pelo exercício do poder e da autoridade política no mundo Mediterrânico tardo-antigo",jordanes,2019,'Universidade Federal do Rio Grande do Sul',,10.22456/1983-201x.88576,https://core.ac.uk/download/303967469.pdf,jordanes
Da bellicositas a civilitas: Teodorico O Amalo e a (Re) Construção da Romanitas na Antiguidade Tardia (século VI),"A monarquia legitima-se enquanto instituição de poder durante a Antiguidade Tardia. O legado romano é indubitavelmente decisivo nesse processo. A Pars Occidentalis, então sob domínio dos Hérulos, sofre uma nova intercessão no final do século V por Teodorico “O Grande” rei dos Ostrogodos (488-526) que se torna senhor da Itália entre 493-526 e tutor dos Visigodos entre 511-526. Com efeito, o processo da legitimidade régia passara pela leitura de diversos elementos político-institucionais fundamentais a sua sustentação, que caracterizaram uma nova forma de pensamento político na Antiguidade Tardia. O presente trabalho tem por objetivo discutir a construção das imagens políticas no período através da atuação do rei ostrogodo Teodorico, fundamentalmente, através da visão proporcionada pelas fontes do período tardo-antigo como Jordanes, Procópio de Cesaréia e Cassiodoro",jordanes,2009,Revista Aedos,,,https://core.ac.uk/download/303970644.pdf,jordanes
"Patria Onogoria: Észrevételek az onogurok, onogundurok és a bulgárok kapcsolatához. Második közlemény","The article deals with the relationship between the Onogurs, Onogundurs and Bulgars. The Bulgars appear in the same places and times as the Ogur tribal confederations, but while the Latin-language Byzantine sources (Jordanes, Marcellinus) mention the name Bulgar, the Greek-language authors (Priskos, Prokopios, Malalas, Agathias, Theophylactos, Menander, Theophanes) write about the Onogurs, the Kutrigurs or the Utigurs. As I suggest, the Bulgarians of the Latin-language sources may have been the leaders of the various Ogur tribal confederations mentioned in the Greeklanguage sources. Byzantine authors in Latin came from the western regions (Illyricum, Thrace) which were victims of Bulgar raids. This explains their detailed information about the internal organization of their tribal alliances. From the 7th century, the sources almost exclusively use the name Onogundur, which is derived from the name Onogur with the suffix -dur. Perhaps it appeared in the realm of Kuvrat as the name of his overarching Ogur alliance. A variant of Onogur, the name Wangar, is known from Pannonia in the 9th century, and was later inherited by the Magyars who settled here.The article deals with the relationship between the Onogurs, Onogundurs and Bulgars. The Bulgars appear in the same places and times as the Ogur tribal confederations, but while the Latin-language Byzantine sources (Jordanes, Marcellinus) mention the name Bulgar, the Greek-language authors (Priskos, Prokopios, Malalas, Agathias, Theophylactos, Menander, Theophanes) write about the Onogurs, the Kutrigurs or the Utigurs. As I suggest, the Bulgarians of the Latin-language sources may have been the leaders of the various Ogur tribal confederations mentioned in the Greeklanguage sources. Byzantine authors in Latin came from the western regions (Illyricum, Thrace) which were victims of Bulgar raids. This explains their detailed information about the internal organization of their tribal alliances. From the 7th century, the sources almost exclusively use the name Onogundur, which is derived from the name Onogur with the suffix -dur. Perhaps it appeared in the realm of Kuvrat as the name of his overarching Ogur alliance. A variant of Onogur, the name Wangar, is known from Pannonia in the 9th century, and was later inherited by the Magyars who settled here",jordanes,2024,"University of Szeged,  Magyar Medievisztikai Kutatócsoport",,,https://core.ac.uk/download/641047465.pdf,jordanes
Die Donau(en) des Slavischen Volksliedes und die Frühen Kenntnisse Der Slaven über den Donauraum,"In formelhaften Wendungen des slavischen Volksliedes trägt die Donau (*Dunajь / *Dunavъ) die Epitheta *tixъjь ‘die stille’ und *bělъjь ‘die weiße’. Anscheinend stand ursprünglich das Beiwort ‘weiß’ bei der Namenform *Dunavъ und ‘still’ bei *Dunajь, wobei *Dunavъ den Unterlauf des Stromes vom Eisernen Tor abwärts und *Dunajь die mittlere Donau bezeichnete, oder anfangs die Theiß, deren Oberlauf den Slaven den Weg in den Donauraum öffnete und die von ihnen als Donauarm aufgefasst worden sein kann. Ihr vorslavischer Name *Tīša o. ä. wurde vermutlich ans slavische Adjektiv *tixъjь angelehnt, während -s- in Tȉsa den dem Sarmatischen eigenen Wandel š > s voraussetzt. Was *bělъ betrifft, kann es im Gegensatz zu *tixъ gestanden haben und anfangs auf die Schluchtstrecke der Donau durchs Eiserne Tor bezogen gewesen sein, wo die Stromschnellen weiß schäumen, oder es handelt sich um die Bezeichnung der Himmelsrichtung ‘östlich’ durch die Farbe ‘weiß’. Im letzteren Fall dürfte als ‘schwarze’, d. h. ‘westliche Donau’ die Save, skr. Sáva gegolten haben, deren slavischer Name gegenüber dem antiken Săvus eine Vokallänge aufweist, die ebenfalls durch die Vermittlung des Sarmatischen zu erklären ist, vgl. ossetisch saw ‘schwarz’ und Aqua Nigra, wohl ‘Save’, bei Jordanes. Auch die Wendung Ugorskie gory ‘Ungarische Berge’ im altrussischen Igorlied lässt sich als späte Umdeutung einer alten Bezeichung des Eisernen Tores interpretieren, die im Argonautenepos des Apollonios von Rhodos als Ángouron óros aufscheint. Diese exotische Topographie der slavischen Volksdichtung geht auf die Vorwanderungszeit zurück; als ihre Vermittler sind neben den Germanen und den Nordiraniern auch die Daker in Betracht zu ziehen",jordanes,2018,'Ural Federal University',,10.15826/vopr_onom.2018.15.3.029,https://core.ac.uk/download/201618262.pdf,jordanes
